article_id,title,authors,year,journal,doi,pdf_path,screening_status,examination_status,study_order
M0353,Mothers' parental burnout and adolescents' social adaptation and security: the mediating role of parenting style.,"Song, Tingting ; Wang, Wei ; Chen, Shen ; Li, Yongxin",2024,Current Psychology,10.1007/s12144-024-06045-x,review/EBSCO/pdfs/EBSCO_M0353_:–_2024_Current_Psychology_2024_432314423155.pdf,level1_fail,not_read,
M0400,Disconnecting to Detach: The Role of Impaired Recovery in Negative Consequences of Workplace Telepressure.,"Hu, Xinyu ; Santuzzi, Alecia M. ; Barber, Larissa K.",2019,Revista de Psicologia del Trabajo y de Las Organizaciones,10.5093/jwop2019a2,review/EBSCO/pdfs/EBSCO_M0073_Hu_2019_Disconnecting_to_detach_The_role_of_impaired_rec.pdf,included,fully_coded,M0400
M0427,Reducing technology-mediated service exclusion by providing human assistant support for senior citizens: evidence from China.,Yu Zhang ; Hongquan Ao ; Weibin Deng ; Yafen Yuan,2023,Information Technology for Development,10.1080/02681102.2023.2175768,review/EBSCO/pdfs/imports/Zhang_2023_02681102.2023.2175768.pdf,excluded_pls,not_read,
M0428,"Parental Burnout, Negative Parenting Style, and Adolescents' Development.","Guo, Xingchen ; Hao, Chenyu ; Wang, Wei ; Li, Yongxin",2024,Behavioral Sciences (2076-328X),10.3390/bs14030161,review/EBSCO/pdfs/imports/Guo_2024_bs14030161.pdf,level1_fail,not_read,
M0429,Youth materialism and consumer ethics: do Gen Z adolescents' self-concepts (power and self-esteem) vary across cultures (China vs. France)?,"Gentina, Elodie ; Tang, Thomas Li-Ping",2024,Ethics & Behavior,10.1080/10508422.2022.2151012,review/EBSCO/pdfs/imports/Gentina_2024_10508422.2022.2151012.pdf,included,not_read,
M0430,Broken engagement: The role of grit and LMX in enhancing faculty engagement.,"Hanley, Yvonne Downie ; Maykrantz, Sherry A. ; Houghton, Jeffery D.",2024,Higher Education Quarterly,10.1111/hequ.12450,review/EBSCO/pdfs/imports/Hanley_2024_hequ.12450.pdf,manual_review,not_read,
M0431,"Gig worker's perceived algorithmic management, stress appraisal, and destructive deviant behavior.","Zhang, Linzi ; Yang, Jie ; Zhang, Yiming ; Xu, Guohu",2023,PLoS ONE,10.1371/journal.pone.0294074,review/EBSCO/pdfs/imports/Zhang_2023_journal.pone.0294074.pdf,included,not_read,
M0474,"An Extended Model of Preference Formation Between Global and Local Brands: The Roles of Identity Expressiveness, Trust, and Affect.","Yi Xie ; Batra, Rajeev ; Siqing Peng",2015,Journal of International Marketing,10.1509/jim.14.0009,review/EBSCO/pdfs/EBSCO_M0474_Williams_2016_Four_Research_Designs_and_a_Comprehensive_Analys.pdf,level1_fail,not_read,
M0479,Four Research Designs and a Comprehensive Analysis Strategy for Investigating Common Method Variance with Self-Report Measures Using Latent Variables.,"Williams, Larry ; McGonagle, Alyssa",2016,Journal of Business & Psychology,10.1007/s10869-015-9422-9,review/EBSCO/pdfs/EBSCO_M0479_York_2003_CrossMark_Color_LM_Logopdf.pdf,pending,not_read,
M0613,A mutual gains perspective on workplace partnership: Employee outcomes and the mediating role of the employment relations climate.,"Valizade, Danat ; Ogbonnaya, Chidiebere ; Tregaskis, Olga ; Forde, Chris",2016,Human Resource Management Journal,10.1111/1748-8583.12113,review/EBSCO/pdfs/EBSCO_M0613_Human_Resource_Managemen_2016_A_mutual_gains_perspective_on_workplace_partners.pdf,pending,not_read,
M0675,Relational energy at work: Implications for job engagement and job performance.,"Owens, Bradley P. ; Baker, Wayne E. ; Sumpter, Dana McDaniel ; Cameron, Kim S.",2016,Journal of Applied Psychology,10.1037/apl0000032,review/EBSCO/pdfs/EBSCO_M0003_construct_In_Study_2016_RELATIONAL_ENERGY_AT_WORK.pdf,pending,not_read,
M0679,An Ideal Student Factor and the validity of noncognitive measures of student potential.,"Schmitt, Neal; Bradburn, Jacob C.;",2018,International Journal of Selection & Assessment,10.1111/ijsa.12221,review/EBSCO/pdfs/EBSCO_M0679_Pfrombeck_2020_A_study_of_organizational_cynicism_and_how_it_is.pdf,included,fully_coded,M0679
M0720,"Organizational Dehumanization, Perceived Stress, and Patient Depersonalization in French Nurses: A Cross‐Sectional Test of the Spillover Model.","Mollet, Marie Charlotte ; Zerhouni, Oulmann ; Isnard Bagnis, Corinne ; Romo, Lucia ; Fontenot, Justin",2026,Journal of Nursing Management,10.1155/jonm/2207579,review/EBSCO/pdfs/imports/Mollet_2026_jonm_2207579.pdf,included,fully_coded,M0720
M0723,Perceived algorithmic control and gig workers' work engagement: assessing the mediating role of psychological empowerment and the moderating effect of deep acting.,"Lin, Qingxiu ; Sun, Rui ; Zhu, Qiuhua",2025,BMC Psychology,10.1186/s40359-025-03570-7,review/EBSCO/pdfs/imports/Lin_2025_s40359-025-03570-7.pdf,excluded_pls,not_read,
M0726,The impact of work concerns on teaching effectiveness: a structural equation modeling and multiple regression analysis in Chinese private universities.,"Liang, Mingyu ; Abdullah, Mohd Khairuddin ; Wang, Qun",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1661379,review/EBSCO/pdfs/imports/Liang_2025_fpsyg-16-1661379.pdf,level1_fail,not_read,
M0727,Surround yourself with creative people: How employee narcissism connects to creativity.,"Guo, Qiuyun",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1646817,review/EBSCO/pdfs/imports/Guo_2025_fpsyg-16-1646817.pdf,included,not_read,
M0728,Analysis of the Effects of CSR and Compliance Programs on Organizational Reputation.,"Arredondo-Méndez, Víctor Hugo ; Muñoz-Molina, Yaromir ; Para-González, Lorena ; Mascaraque-Ramírez, Carlos",2025,Systems,10.3390/systems13100905,review/EBSCO/pdfs/imports/Arredondo-Mendez_2025_systems-13-00905.pdf,excluded_pls,not_read,
M0729,Measuring the Impact of Large Language Models on Academic Success and Quality of Life Among Students with Visual Disability: An Assistive Technology Perspective.,"Elshaer, Ibrahim A. ; AlNajdi, Sameer M. ; Salem, Mostafa A.",2025,Bioengineering (Basel),10.3390/bioengineering12101056,review/EBSCO/pdfs/imports/Elshaer_2025_bioengineering-12-01056.pdf,level1_fail,not_read,
M0730,A Mixed-Method Study on Job Satisfaction Among Air Traffic Controllers During the Pandemic: The Roles of Work-Family Interface and Resilience.,"Bernuzzi, Chiara ; Sommovigo, Valentina ; O'Shea, Deirdre ; Setti, Ilaria",2023,International Journal of Aerospace Psychology,10.1080/24721840.2023.2242391,review/EBSCO/pdfs/imports/Bernuzzi_2023_24721840.2023.2242391.pdf,included,not_read,
M0731,Developing a resilient workforce in the context of organisational change: the role of employee assistance programmes.,"Long, Tianyi ; Cooke, Fang Lee ; Mavondo, Felix",2025,International Journal of Human Resource Management,10.1080/09585192.2025.2458281,review/EBSCO/pdfs/imports/Long_2025_09585192.2025.2458281.pdf,included,not_read,
M0732,Double-edged sword effect of stretch goal: is stretch goal a burden or boost to employees?,"Zhang, Zhe ; Chen, Chang ; Jia, Ming",2025,Asia Pacific Journal of Management,10.1007/s10490-024-09956-2,review/EBSCO/pdfs/imports/Zhang_2025_s10490-024-09956-2.pdf,included,not_read,
M0733,Beyond the cost–benefit trade-off: How trust shapes consumers’ decisions to grant permission for personalized marketing content.,"Haj-Salem, Narjes ; Damra, Yousef ; Hamouche, Salima ; Ishaq, Muhammad Ishtiaq ; Raza, Ali",2025,Journal of Marketing Communications,10.1080/13527266.2025.2518456,review/EBSCO/pdfs/imports/Haj-Salem_2025_13527266.2025.2518456.pdf,excluded_pls,not_read,
M0734,Moral licensing effect of work engagement: The role of psychological entitlement and relationship conflict with supervisors.,"Zhang, Lianghua ; Wang, Yongli",2025,"Business Ethics, the Environment & Responsibility",10.1111/beer.12659,review/EBSCO/pdfs/EBSCO_M0734_Business_Ethics_2022_The_Moral_Licensing_Effect_of_Work_Engagement_Th.pdf,included,not_read,
M0735,"Supplier Orientation and Furniture Manufacturing Small and Medium Enterprises' Performance in Dar es Salaam, Tanzania: Customer Loyalty's Role.","Bwemelo, Gordian Stanslaus ; Mmari, Goodluck Aletaulwa ; Mashenene, Robert Galan",2025,"International Journal of Management, Accounting & Economics",10.5281/zenodo.15824866,review/EBSCO/pdfs/EBSCO_M0735_Bwemelo_2025_International_Journal_of_Management_Accounting_a.pdf,included,not_read,
M0736,Can adopting lean startup strategy promote the sustainable development of new ventures? The mediating role of organizational iterative learning.,"Zhuge, Kai ; He, Huitao ; Yuan, Yongzhi ; Sun, Peiting",2023,PLoS ONE,10.1371/journal.pone.0290849,review/EBSCO/pdfs/EBSCO_M0736_Kai_ZhugeID_2023_Can_adopting_lean_startup_strategy_promote_the_s.pdf,included,read_snippet_only,
M0737,Paths to Team Success: A Configurational Analysis of Team Effectiveness.,"Dimas, Isabel Dórdio ; Torres, Pedro ; Rebelo, Teresa ; Lourenço, Paulo Renato",2023,Human Performance,10.1080/08959285.2023.2222272,review/EBSCO/pdfs/EBSCO_M0737_Dimas_2023_Paths_to_Team_Success_A_Configurational_Analysis.pdf,included,partially_coded,M0737
M0738,The association between physical activity and subjective well-being among adolescents in southwest China by parental absence: a moderated mediation model.,"Zhang, Ming ; Xu, Xiaohe ; Jiang, Jianjun ; Ji, Yuanyi ; Yang, Ruixi ; Liu, Qijiao ; Li, Shiying ; Li, Yuchen ; Liu, Qiaolan",2023,BMC Psychiatry,10.1186/s12888-023-04982-8,review/EBSCO/pdfs/EBSCO_M0738_The_Authors_Open_Access_2023_The_association_between_physical_activity_and_su.pdf,manual_review,not_read,
M0739,Leader humility and employee proactivity: sequential affective mediation and the moderating effect of role breadth self-efficacy.,"Chen, Yanhong ; Zhao, Jingshi ; Jin, Meifen ; Lan, Xiaoyun",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1592148,review/EBSCO/pdfs/EBSCO_M0739_Yanhong_Chen_2025_Leader_humility_and_employee_proactivity_sequent.pdf,included,fully_coded,M0739
M0740,Latent depressive profiles and associated factors among overweight/obese individuals based on the socio-ecological model: a cross-sectional national survey in China.,"Yang, Xiaoping ; Chen, Miaomiao ; Liu, Xiaohui ; Wang, Lijun ; Wang, Yanyun ; Zheng, Yingjie ; Ma, Shailing",2025,Frontiers in Psychology,10.3389/fpsyg.2025.1644701,review/EBSCO/pdfs/EBSCO_M0740_Xiaoping_Yang_2025_Latent_depressive_profiles_and_associated_factor.pdf,level1_fail,read_snippet_only,
M0741,Perceived organizational support on compassion fatigue among kindergarten teachers: a chain mediation model analysis of professional identity and emotional intelligence.,"Cai, Ge ; Guo, Liqiang ; Li, Xiaoning",2025,BMC Psychology,10.1186/s40359-025-03299-3,review/EBSCO/pdfs/EBSCO_M0741_Williams_2025_RESEARCH.pdf,included,read_snippet_only,
M0743,Political climate and workplace cyberbullying perpetration: a multilevel moderated mediation model.,"Malik, Omer Farooq ; Pichler, Shaun ; Shahzad, Asif ; Jawad, Nazish",2025,BMC Psychology,10.1186/s40359-025-03239-1,review/EBSCO/pdfs/EBSCO_M0743_Williams_2025_RESEARCH.pdf,excluded_pls,read_snippet_only,
M0745,The Role of Psychological Contract Breach and Leader-Member Exchange in Sadism and Organizational Cynicism Among Chinese Hotel Employees.,"Wu, Hao ; Subramaniam, Anusuiya ; Rahamat, Syafiqah",2025,SAGE Open,10.1177/21582440251376462,review/EBSCO/pdfs/EBSCO_M0745_Authors_2025_The_Role_of_Psychological_Contract_Breach_and_Le.pdf,included,pdf_missing,
M0746,Why Do Nurses Work While Sick? An Exploratory Study of Nurse Leaders' Cognitive Preferences Toward Presenteeism.,"Li, Wenzhen ; Wang, Wei ; Shan, Geyan ; Wang, Hongxia ; Guo, Shujie ; Li, Yongxin ; Xu, Haibo",2024,Journal of Nursing Management,10.1155/2024/5522654,review/EBSCO/pdfs/EBSCO_M0746_Wang_2023_Why_Do_Nurses_Work_While_Sick_An_Exploratory_Stu.pdf,included,read_snippet_only,
