pool_id,title,authors,year,journal,publisher_outlet,publisher_outlet_detail,doi,ebsco_an,ebsco_search_position,in_master,master_article_id,pool_status,gap_reason,pdf_status,examination_status,zotero_key,pdf_path,sort_rank,notes
P0395,Bifactor and Item Response Theory Analyses of Health Care Workers' Attitudes Toward HIV-Infected People.,"Prati, Gabriele ; Pietrantoni, Luca",2019,European Journal of Psychological Assessment,NA,European Journal of Psychological Assessment,10.1027/1015-5759/a000379,136833204,,Y,M0591,in_pool,,missing,not_read,,,395,ebsco_record_range=451-500
P0396,Building Customer Loyalty in Intercultural Service Encounters: The Role of Service Employees' Cultural Intelligence.,"Paparoidamis, Nicholas G. ; Tran, Huong Thi Thanh ; Leonidou, Constantinos N.",2019,Journal of International Marketing,SAGE,Journal of International Marketing,10.1177/1069031x19837950,136587017,,Y,M0384,in_pool,,missing,not_read,,,396,ebsco_record_range=201-250
P0397,Building self-efficacy for entrepreneurial careers: New resource skill.,"Smith, Ronda M. ; Sardeshmukh, Shruti R. ; Syed, Imran",2019,Journal of Small Business Strategy,NA,Journal of Small Business Strategy,,140387697,,Y,M0564,in_pool,,missing,not_read,,,397,ebsco_record_range=401-450
P0398,Corporate social responsibility and employee performance: Mediation role of job satisfaction and affective commitment.,"Story, Joana S. P. ; Castanheira, Filipa",2019,Corporate Social Responsibility & Environmental Management,Wiley,Corporate Social Responsibility & Environmental Management,10.1002/csr.1752,139687964,,Y,M0376,in_pool,,missing,not_read,,,398,ebsco_record_range=151-200
P0399,Crowdsourcing Service Innovation Creativity: Environmental Influences and Contingencies.,"Johnson, Jeff S. ; Fisher, Gregory J. ; Friend, Scott B.",2019,Journal of Marketing Theory & Practice,Taylor & Francis,Journal of Marketing Theory & Practice,10.1080/10696679.2019.1615842,137584284,,Y,M0589,in_pool,,missing,not_read,,,399,ebsco_record_range=451-500
P0400,CSR by Any Other Name? The Differential Impact of Substantive and Symbolic CSR Attributions on Employee Outcomes.,"Donia, Magda B. L. ; Ronen, Sigalit ; Tetrault Sirsly, Carol-Ann ; Bonaccio, Silvia",2019,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-017-3673-5,136914934,,Y,M0584,in_pool,,missing,not_read,,,400,ebsco_record_range=451-500
P0401,Deeds Not Words: A Cosmopolitan Perspective on the Influences of Corporate Sustainability and NGO Engagement on the Adoption of Sustainable Products in China.,"Moosmayer, Dirk C. ; Chen, Yanyan ; Davis, Susannah M.",2019,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-017-3702-4,137506830,,Y,M0562,in_pool,,missing,not_read,,,401,ebsco_record_range=401-450
P0402,Disconnecting to Detach: The Role of Impaired Recovery in Negative Consequences of Workplace Telepressure.,"Hu, Xinyu ; Santuzzi, Alecia M. ; Barber, Larissa K.",2019,Revista de Psicologia del Trabajo y de Las Organizaciones,NA,Revista de Psicologia del Trabajo y de Las Organizaciones,10.5093/jwop2019a2,135432297,,Y,M0400,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0073_Hu_2019_Disconnecting_to_detach_The_role_of_impaired_rec.pdf,402,ebsco_record_range=201-250
P0403,"Effective customer journey design: consumers' conception, measurement, and consequences.","Kuehnl, Christina ; Jozic, Danijel ; Homburg, Christian",2019,Journal of the Academy of Marketing Science,Springer,Journal of the Academy of Marketing Science,10.1007/s11747-018-00625-7,136098814,,Y,M0578,in_pool,,missing,not_read,,,403,ebsco_record_range=451-500
P0404,Engage Them through Emotions: Exploring the Role of Emotional Intelligence in Public Sector Engagement.,"Levitats, Zehavit; Vigoda‐Gadot, Eran; Vashdi, Dana R.;",2019,Public Administration Review,Wiley,Public Administration Review,10.1111/puar.13113,139413235,,Y,M0682,in_pool,,missing,not_read,,,404,
P0405,Everyday-Life Business Deviance Among Chinese SME Owners.,"Ji, Junzhe ; Dimitratos, Pavlos ; Huang, Qingan ; Su, Taoyong",2019,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-017-3542-2,135796800,,Y,M0586,in_pool,,missing,not_read,,,405,ebsco_record_range=451-500
P0406,Favoritism Toward Foreign and Domestic Brands: A Comparison of Different Theoretical Explanations.,"Balabanis, George ; Stathopoulou, Anastasia ; Qiao, Jiayu",2019,Journal of International Marketing,SAGE,Journal of International Marketing,10.1177/1069031x19837945,136587016,,Y,M0385,in_pool,,missing,not_read,,,406,ebsco_record_range=201-250
P0407,Fostering Employee Cooperation Behavior in the Federal Workplace: Exploring the Effects of Performance Management Strategies.,"Fu, Kai-Jo ; Hsieh, Jun-Yi ; Wang, Tae Kyu",2019,Public Personnel Management,SAGE,Public Personnel Management,10.1177/0091026018801038,136579807,,Y,M0516,in_pool,,missing,not_read,,,407,ebsco_record_range=351-400
P0408,Hardworking coworkers: A multilevel cross‐national look at group work hours and work–family conflict.,"Vaziri, Hoda ; Benson, George S. ; Salazar Campo, Maritza",2019,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",Wiley,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",10.1002/job.2361,137287310,,Y,M0574,in_pool,,missing,not_read,,,408,ebsco_record_range=451-500
P0409,"How to build your team for innovation? A cross‐level mediation model of team personality, team climate for innovation, creativity, and job crafting.","Xu, Xiaohong ; Jiang, Lixin ; Wang, Hai‐Jiang",2019,Journal of Occupational & Organizational Psychology,Wiley,Journal of Occupational & Organizational Psychology,10.1111/joop.12277,139521583,,Y,M0375,in_pool,,missing,not_read,,,409,ebsco_record_range=151-200
P0410,Impact of privacy concerns on resistance to smart services: does the 'Big Brother effect' matter?,"Mani, Zied ; Chouk, Inès",2019,Journal of Marketing Management,Taylor & Francis,Journal of Marketing Management,10.1080/0267257x.2019.1667856,139763869,,Y,M0552,in_pool,,missing,not_read,,,410,ebsco_record_range=401-450
P0411,Integrating Cognition with an Affective Lens to Better Understand Information Security Policy Compliance.,"Ormond, Dustin ; Warkentin, Merrill ; Crossler, Robert E.",2019,Journal of the Association for Information Systems,NA,Journal of the Association for Information Systems,10.17705/1jais.00586,140969712,,Y,M0555,in_pool,,missing,not_read,,,411,ebsco_record_range=401-450
P0412,Linking Empowering Leadership and Organizational Citizenship Behavior Toward Environment: The Role of Psychological Ownership and Future Time Perspective.,"Jiang, Meiqin ; Wang, Huaying ; Li, Mingze",2019,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2019.02612,140083424,,Y,M0571,in_pool,,missing,not_read,,,412,ebsco_record_range=401-450
P0413,Moving Beyond the Link Between HRM and Economic Performance: A Study on the Individual Reactions of HR Managers and Professionals to Sustainable HRM.,"Guerci, Marco ; Decramer, Adelien ; Van Waeyenberg, Thomas ; Aust, Ina",2019,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-018-3879-1,140033563,,Y,M0559,in_pool,,missing,not_read,,,413,ebsco_record_range=401-450
P0414,Servant Leadership and Goal Attainment Through Meaningful Life and Vitality: A Diary Study.,"Rodríguez-Carvajal, Raquel ; Herrero, Marta ; van Dierendonck, Dirk ; de Rivas, Sara ; Moreno-Jiménez, Bernardo",2019,Journal of Happiness Studies,Springer,Journal of Happiness Studies,10.1007/s10902-017-9954-y,135265884,,Y,M0401,in_pool,,missing,not_read,,,414,ebsco_record_range=201-250
P0415,"Servant Leadership, Leader–Member Exchange and Proactive Behavior in the Public Health Sector.","Mostafa, Ahmed Mohammed Sayed ; El-Motalib, Eman Aly Abed",2019,Public Personnel Management,SAGE,Public Personnel Management,10.1177/0091026018816340,137928360,,Y,M0478,in_pool,,missing,not_read,,,415,ebsco_record_range=301-350
P0416,Social Media and Purchasing Behavior: A Study of the Mediating Effect of Customer Relationships.,"Shah, Ali M. ; Zahoor, Syed Zeeshan ; Qureshi, Ishtiaq Hussain",2019,Journal of Global Marketing,Taylor & Francis,Journal of Global Marketing,10.1080/08911762.2018.1497243,136414590,,Y,M0579,in_pool,,missing,not_read,,,416,ebsco_record_range=451-500
P0417,State-Owned Enterprises as Bribe Payers: The Role of Institutional Environment.,"Shaheer, Noman ; Yi, Jingtao ; Li, Sali ; Chen, Liang",2019,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-017-3768-z,138455728,,Y,M0561,in_pool,,missing,not_read,,,417,ebsco_record_range=401-450
P0418,The dark side of socialization: How and when divestiture socialization undermines newcomer outcomes.,"Montani, Francesco ; Maoret, Massimo ; Dufour, Lucas",2019,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",Wiley,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",10.1002/job.2351,136257176,,Y,M0590,in_pool,,missing,not_read,,,418,ebsco_record_range=451-500
P0419,The Predictors of Consumer Behavior in Relation to Organic Food in the Context of Food Safety Incidents: Advancing Hyper Attention Theory Within an Stimulus-Organism-Response Model.,"Liu, Chunnian ; Zheng, Yan",2019,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2019.02512,139649307,,Y,M0573,in_pool,,missing,not_read,,,419,ebsco_record_range=451-500
P0420,Three Levels of Ethical Influences on Selling Behavior and Performance: Synergies and Tensions.,"Kadic-Maglajlic, Selma ; Micevski, Milena ; Lee, Nick ; Boso, Nathaniel ; Vida, Irena",2019,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-017-3588-1,136098538,,Y,M0585,in_pool,,missing,not_read,,,420,ebsco_record_range=451-500
P0421,"Thriving of employees with disabilities: The roles of job self‐efficacy, inclusion, and team‐learning climate.","Zhu, Xiji; Law, Kenneth S.; Sun, Cong (Timothy); Yang, Dan;",2019,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.21920,134117077,,Y,M0681,in_pool,,missing,not_read,,,421,
P0422,Wang and Li (2019) - Moral Leadership and Unethical Pro-organizational Behavior: A Moderated Mediation Model,"Wang, Yujuan ; Li, Hai",2019,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2019.02640,139905924,,Y,M0572,in_pool,,missing,fully_coded,,,422,ebsco_record_range=401-450
P0423,What Fosters Individual-Level Absorptive Capacity in MNCs? An Extended Motivation-Ability-Opportunity Framework.,"Yildiz, H. Emre ; Murtic, Adis ; Zander, Udo ; Richtnér, Anders",2019,Management International Review (MIR),Springer,Management International Review (MIR),10.1007/s11575-018-0367-x,134855444,,Y,M0580,in_pool,,missing,not_read,,,423,ebsco_record_range=451-500
P0424,Will Self‐Love Take a Fall? Effects of Top Executives' Positive Self‐Regard on Firm Innovativeness.,"Stock, Ruth ; Groß, Matthias ; Xin, Katherine R.",2019,Journal of Product Innovation Management,Wiley,Journal of Product Innovation Management,10.1111/jpim.12443,133318796,,Y,M0577,in_pool,,missing,not_read,,,424,ebsco_record_range=451-500
P0425,A Conservation of Resources Perspective on Negative Affect and Innovative Work Behaviour: the Role of Affect Activation and Mindfulness.,"Montani, Francesco ; Dagenais-Desmarais, Véronique ; Giorgi, Gabriele ; Grégoire, Simon",2018,Journal of Business & Psychology,Springer,Journal of Business & Psychology,10.1007/s10869-016-9480-7,127330666,,Y,M0603,in_pool,,missing,not_read,,,425,ebsco_record_range=451-500
P0426,An Ideal Student Factor and the validity of noncognitive measures of student potential.,"Schmitt, Neal; Bradburn, Jacob C.;",2018,International Journal of Selection & Assessment,Wiley,International Journal of Selection & Assessment,10.1111/ijsa.12221,134297501,,Y,M0679,in_pool,,downloaded,fully_coded,,review/EBSCO/pdfs/EBSCO_M0679_Pfrombeck_2020_A_study_of_organizational_cynicism_and_how_it_is.pdf,426,
P0427,Balancing modularity and solution space freedom: effects on organisational learning and sustainable innovation.,"Vos, Maren A. ; Raassens, Néomie ; van der Borgh, Michel ; Nijssen, Edwin J.",2018,International Journal of Production Research,Taylor & Francis,International Journal of Production Research,10.1080/00207543.2018.1458165,132616591,,Y,M0582,in_pool,,missing,not_read,,,427,ebsco_record_range=451-500
P0428,Capturing Value from Innovation in Knowledge‐Intensive Business Service Firms: The Role of Competitive Strategy.,"Desyllas, Panos ; Miozzo, Marcela ; Lee, Hsing‐fen ; Miles, Ian",2018,British Journal of Management,Wiley,British Journal of Management,10.1111/1467-8551.12273,132342580,,Y,M0583,in_pool,,missing,not_read,,,428,ebsco_record_range=451-500
P0429,Crossover of Work-Life Balance Perceptions: Does Authentic Leadership Matter?,"Braun, Susanne ; Peus, Claudia",2018,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-016-3078-x,129833774,,Y,M0604,in_pool,,missing,not_read,,,429,ebsco_record_range=451-500
P0430,Cross‐level effects of support climate: Main and moderating roles.,"Takeuchi, Riki ; Way, Sean A. ; Tian, Amy Wei",2018,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.21891,131862326,,Y,M0518,in_pool,,missing,not_read,,,430,ebsco_record_range=351-400
P0431,Cultural intelligence and voice behavior among migrant workers: the mediating role of leader-member exchange.,"Jiang, Zhou ; Le, Huong ; Gollan, Paul J.",2018,International Journal of Human Resource Management,Taylor & Francis,International Journal of Human Resource Management,10.1080/09585192.2017.1322119,130867915,,Y,M0601,in_pool,,missing,not_read,,,431,ebsco_record_range=451-500
P0432,Developing Managerial Dynamic Capabilities: A Quasi-Experimental Field Study of the Effects of Design Thinking Training.,"Kurtmollaiev, Seidali ; Pedersen, Per egil ; Fjuk, Annita ; Kvale, Knut",2018,Academy of Management Learning & Education,NA,Academy of Management Learning & Education,10.5465/amle.2016.0187,130354378,,Y,M0411,in_pool,,missing,not_read,,,432,ebsco_record_range=201-250
P0433,Do Past Perceptions Shape Future Behaviors? Subjective Value and Behavior Styles in a Multi‐Round Negotiation.,"Lu, Wenxue ; Ren, Wenhui ; Guo, Wenqian",2018,Negotiation & Conflict Management Research,Wiley,Negotiation & Conflict Management Research,10.1111/ncmr.12113,127525247,,Y,M0421,in_pool,,missing,not_read,,,433,ebsco_record_range=201-250
P0434,How do consumers react to price reduction of innovative products? An empirical investigation of price fairness perceptions of past purchase.,"Kareem Abdul, Waheed",2018,Journal of Revenue & Pricing Management,NA,Journal of Revenue & Pricing Management,10.1057/s41272-017-0116-y,131372951,,Y,M0592,in_pool,,missing,not_read,,,434,ebsco_record_range=451-500
P0435,Impact of the Information Technology Unit on Information Technology-Embedded Product Innovation.,"Tarafdar, Monideepa ; Tanriverdi, Hüseyin",2018,Journal of the Association for Information Systems,NA,Journal of the Association for Information Systems,10.17705/1jais.00507,132335162,,Y,M0581,in_pool,,missing,not_read,,,435,ebsco_record_range=451-500
P0436,Improving CSR performance by hard and soft means: The role of organizational citizenship behaviours and the internalization of CSR standards.,"Testa, Francesco ; Boiral, Olivier ; Heras‐Saizarbitoria, Iñaki",2018,Corporate Social Responsibility & Environmental Management,Wiley,Corporate Social Responsibility & Environmental Management,10.1002/csr.1502,131778367,,Y,M0403,in_pool,,missing,not_read,,,436,ebsco_record_range=201-250
P0437,"Income Groups, Social Capital, and Collective Action on Small‐Scale Irrigation Facilities: A Multigroup Analysis Based on a Structural Equation Model.","Miao, Shanshan ; Heijman, Wim ; Zhu, Xueqin ; Qiao, Dan ; Lu, Qian",2018,Rural Sociology,Wiley,Rural Sociology,10.1111/ruso.12214,133444324,,Y,M0402,in_pool,,missing,not_read,,,437,ebsco_record_range=201-250
P0438,Marketing survey research best practices: evidence and recommendations from a review of JAMS articles.,"Hulland, John ; Baumgartner, Hans ; Smith, Keith Marion",2018,Journal of the Academy of Marketing Science,Springer,Journal of the Academy of Marketing Science,10.1007/s11747-017-0532-y,127089220,,Y,M0599,in_pool,,missing,not_read,,,438,ebsco_record_range=451-500
P0439,"Motivating employee referrals: The interactive effects of the referral bonus, perceived risk in referring, and affective commitment.","Pieper, Jenna R. ; Schlachter, Steven D. ; Greenwald, Jessica M.",2018,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.21895,131862330,,Y,M0517,in_pool,,missing,not_read,,,439,ebsco_record_range=351-400
P0440,Reducing intentions to resist future change: Combined effects of commitment‐based HR practices and ethical leadership.,"Neves, Pedro ; Almeida, Patrícia ; Velez, Maria João",2018,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.21830,128148467,,Y,M0546,in_pool,,missing,not_read,,,440,ebsco_record_range=401-450
P0441,Relative deprivation of temporary agency workers in the public sector: The role of public service motivation and the possibility of standard employment.,"Jung, Heung‐Jun ; Noh, Sung‐Chul ; Kim, Ilju",2018,Human Resource Management Journal,Wiley,Human Resource Management Journal,10.1111/1748-8583.12186,130646291,,Y,M0576,in_pool,,missing,not_read,,,441,ebsco_record_range=451-500
P0442,The meaning and relevance of internal market orientation in nonprofit organisations.,"Modi, Pratik ; Sahi, Gurjeet Kaur",2018,Service Industries Journal,Taylor & Francis,Service Industries Journal,10.1080/02642069.2017.1376660,128314362,,Y,M0597,in_pool,,missing,not_read,,,442,ebsco_record_range=451-500
P0443,"WE ARE HAPPY HERE AND WE WILL STAY, WHAT ABOUT YOU? THE CROSS-LEVEL IMPACT OF EMPLOYEE LOYALTY AND PERFORMANCE ON STUDENT LOYALTY.","Ganic, Emir ; Babic-Hodovic, Vesna ; Arslanagic-Kalajdzic, Maja",2018,South East European Journal of Economics & Business (1840118X),NA,South East European Journal of Economics & Business (1840118X),10.2478/jeb-2018-0009,133748913,,Y,M0587,in_pool,,missing,not_read,,,443,ebsco_record_range=451-500
P0444,"'Going out' of the box: Close intercultural friendships and romantic relationships spark creativity, workplace innovation, and entrepreneurship.","Lu, Jackson G. ; Hafenbrack, Andrew C. ; Eastwick, Paul W. ; Wang, Dan J. ; Maddux, William W. ; Galinsky, Adam D.",2017,Journal of Applied Psychology,APA/PSYC,Journal of Applied Psychology,10.1037/apl0000212,2017-14072-001,,Y,M0674,in_pool,,missing,not_read,,,444,ebsco_record_range=551-570
P0445,A Hierarchical Approach for Predicting Sport Consumption Behavior: A Personality and Needs Perspective.,"Yong Jae Ko ; Yonghwan Chang ; Wonseok Jang ; Sagas, Michael ; Otto Spengler, John",2017,Journal of Sport Management,NA,Journal of Sport Management,10.1123/jsm.2015-0142,123742499,,Y,M0439,in_pool,,missing,not_read,,,445,ebsco_record_range=301-350
P0446,"Big Data Facilitation, Utilization, and Monetization: Exploring the 3Vs in a New Product Development Process.","Johnson, Jeff S. ; Friend, Scott B. ; Lee, Hannah S.",2017,Journal of Product Innovation Management,Wiley,Journal of Product Innovation Management,10.1111/jpim.12397,124433748,,Y,M0598,in_pool,,missing,not_read,,,446,ebsco_record_range=451-500
P0447,Common Method Variance in Advertising Research: When to Be Concerned and How to Control for It.,"Malhotra, Naresh K. ; Schaller, Tracey King ; Patil, Ashutosh",2017,Journal of Advertising,Taylor & Francis,Journal of Advertising,10.1080/00913367.2016.1252287,121839551,,Y,M0618,in_pool,,missing,not_read,,,447,ebsco_record_range=451-500
P0448,Consumer Revenge Using the Internet and Social Media: An Examination of the Role of Service Failure Types and Cognitive Appraisal Processes.,"Obeidat, Zaid Mohammad Ibrahim ; Xiao, Sarah Hong ; Iyer, Gopalkrishnan R. ; Nicholson, Michael",2017,Psychology & Marketing,Wiley,Psychology & Marketing,10.1002/mar.21002,121699131,,Y,M0614,in_pool,,missing,not_read,,,448,ebsco_record_range=451-500
P0449,CSR and the workplace attitudes of irregular employees: The case of subcontracted workers in Korea.,"Ali, Mohammad A. ; Jung, Heung‐Jun",2017,Business Ethics: A European Review,Wiley,Business Ethics: A European Review,10.1111/beer.12146,121624739,,Y,M0617,in_pool,,missing,not_read,,,449,ebsco_record_range=451-500
P0450,Cultural and Intellectual Openness Differentially Relate to Social Judgments of Potential Work Partners.,"Porter, Caitlin M. ; Parrigon, Scott E. ; Woo, Sang Eun ; Saef, Rachel M. ; Tay, Louis",2017,Journal of Personality,Wiley,Journal of Personality,10.1111/jopy.12266,125012534,,Y,M0422,in_pool,,missing,not_read,,,450,ebsco_record_range=201-250
P0451,Development and validation of two scales to measure elaboration and behaviors associated with stewardship in children.,"Vezeau, Susan Lynn ; Powell, Robert B. ; Stern, Marc J. ; Moore, D. DeWayne ; Wright, Brett A.",2017,Environmental Education Research,Taylor & Francis,Environmental Education Research,10.1080/13504622.2015.1121377,120599677,,Y,M0621,in_pool,,missing,not_read,,,451,ebsco_record_range=451-500
P0452,Employee Attributions of Corporate Social Responsibility as Substantive or Symbolic: Validation of a Measure.,"Donia, Magda B.L. ; Tetrault Sirsly, Carol‐Ann ; Ronen, Sigalit",2017,Applied Psychology: An International Review,Wiley,Applied Psychology: An International Review,10.1111/apps.12081,120329522,,Y,M0441,in_pool,,missing,not_read,,,452,ebsco_record_range=301-350
P0453,How to support the endurance of long-term networks: The pivotal role of the network manager.,"Macciò, Laura ; Cristofoli, Daniela",2017,Public Administration,Wiley,Public Administration,10.1111/padm.12349,126849253,,Y,M0602,in_pool,,missing,not_read,,,453,ebsco_record_range=451-500
P0454,Inferring Corporate Motives: How Deal Characteristics Shape Sponsorship Perceptions.,"Woisetschläger, David M. ; Backhaus, Christof ; Bettina Cornwell, T.",2017,Journal of Marketing,NA,Journal of Marketing,,125210210,,Y,M0410,in_pool,,missing,not_read,,,454,ebsco_record_range=201-250
P0455,Leader-member exchange and safety citizenship behavior: The mediating role of coworker trust.,Li Jiang ; Feng Li ; YongJuan Li ; Rui Li,2017,Work,NA,Work,10.3233/wor-172504,122521115,,Y,M0440,in_pool,,missing,not_read,,,455,ebsco_record_range=301-350
P0456,"Perceptions of High-Involvement Work Practices, Person-Organization Fit, and Burnout: A Time-Lagged Study of Health Care Employees.","Kilroy, Steven ; Flood, Patrick C. ; Bosak, Janine ; Chênevert, Denis",2017,Human Resource Management,Wiley,Human Resource Management,10.1002/hrm.21803,125189107,,Y,M0547,in_pool,,missing,not_read,,,456,ebsco_record_range=401-450
P0457,Salesperson Solution Involvement and Sales Performance: The Contingent Role of Supplier Firm and Customer–Supplier Relationship Characteristics.,"Panagopoulos, Nikolaos G. ; Rapp, Adam A. ; Ogilvie, Jessica L.",2017,Journal of Marketing,NA,Journal of Marketing,10.1509/jm.15.0342,125210190,,Y,M0409,in_pool,,missing,not_read,,,457,ebsco_record_range=201-250
P0458,The effects of managerial and employee attributions for corporate social responsibility initiatives.,"Vlachos, Pavlos A. ; Panagopoulos, Nikolaos G. ; Bachrach, Daniel G. ; Morgeson, Frederick P.",2017,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",Wiley,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",10.1002/job.2189,125012647,,Y,M0610,in_pool,,missing,not_read,,,458,ebsco_record_range=451-500
P0459,The roles of mood and conscientiousness in reporting of self-committed errors on IT projects.,"Lee, Hyung Koo ; Keil, Mark ; Smith, H. Jeff ; Sarkar, Sumantra",2017,Information Systems Journal,Wiley,Information Systems Journal,10.1111/isj.12111,124624131,,Y,M0600,in_pool,,missing,not_read,,,459,ebsco_record_range=451-500
P0460,"Who Wants to Be an Intrapreneur? Relations between Employees' Entrepreneurial, Professional, and Leadership Career Motivations and Intrapreneurial Motivation in Organizations.","Kim-Yin Chan ; Ho, Moon-Ho R. ; Kennedy, Jeffrey C. ; Uy, Marilyn A. ; Kang, Bianca N. Y. ; Chernyshenko, Olexander S. ; Yu, Kang Yang T.",2017,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2017.02041,126360010,,Y,M0609,in_pool,,missing,not_read,,,460,ebsco_record_range=451-500
P0461,A mutual gains perspective on workplace partnership: Employee outcomes and the mediating role of the employment relations climate.,"Valizade, Danat ; Ogbonnaya, Chidiebere ; Tregaskis, Olga ; Forde, Chris",2016,Human Resource Management Journal,Wiley,Human Resource Management Journal,10.1111/1748-8583.12113,116833074,,Y,M0613,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0613_Human_Resource_Managemen_2016_A_mutual_gains_perspective_on_workplace_partners.pdf,461,ebsco_record_range=451-500
P0462,A new look at the psychological contract during organizational socialization: The role of newcomers' obligations at entry.,"Delobbe, Nathalie ; Cooper‐Thomas, Helena D. ; De Hoe, Roxane",2016,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",Wiley,"Journal of Organizational Behavior (John Wiley & Sons, Inc.)",10.1002/job.2078,117331609,,Y,M0622,in_pool,,missing,not_read,,,462,ebsco_record_range=501-550
P0463,An Attitude Strength and Self-Perception Framework Regarding the Bi-directional Relationship of Job Satisfaction with Extra-Role and In-Role Behavior: The Doubly Moderating Role of Work Centrality.,"Ziegler, Rene ; Schlett, Christian",2016,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2016.00235,113493598,,Y,M0636,in_pool,,missing,not_read,,,463,ebsco_record_range=501-550
P0464,Brand attachment and customer citizenship behaviors.,"Cheng, Jui-Chang ; Luo, She-Juang ; Yen, Chang-Hua ; Yang, Ya-Fang",2016,Service Industries Journal,Taylor & Francis,Service Industries Journal,10.1080/02642069.2016.1186658,117602985,,Y,M0626,in_pool,,missing,not_read,,,464,ebsco_record_range=501-550
P0465,CEO transformational and transactional leadership and organizational innovation.,"Prasad, Bhaskar ; Junni, Paulina",2016,Management Decision,Emerald,Management Decision,10.1108/md-11-2014-0651,118208608,,Y,M0623,in_pool,,missing,not_read,,,465,ebsco_record_range=501-550
P0466,Corporate Socially Responsible Initiatives and Their Effects on Consumption of Green Products.,"Romani, Simona ; Grappi, Silvia ; Bagozzi, Richard",2016,Journal of Business Ethics,Springer,Journal of Business Ethics,10.1007/s10551-014-2485-0,115610057,,Y,M0631,in_pool,,missing,not_read,,,466,ebsco_record_range=501-550
P0467,Detrimental Effects of Workplace Bullying: Impediment of Self-Management Competence via Psychological Distress.,"Giorgi, Gabriele ; Perminienė, Milda ; Montani, Francesco ; Fiz-Perez, Javier ; Mucci, Nicola ; Arcangeli, Giulio ; Roland-Levy, Christine ; Pignata, Silvia",2016,Frontiers in Psychology,Frontiers,Frontiers in Psychology,10.3389/fpsyg.2016.00060,113075365,,Y,M0637,in_pool,,missing,not_read,,,467,ebsco_record_range=501-550
P0468,Enhancing Volunteer Engagement to Achieve Desirable Outcomes: What Can Non-profit Employers Do?,"Alfes, Kerstin ; Shantz, Amanda ; Bailey, Catherine",2016,Voluntas: International Journal of Voluntary & Nonprofit Organizations,Springer,Voluntas: International Journal of Voluntary & Nonprofit Organizations,10.1007/s11266-015-9601-3,113610870,,Y,M0469,in_pool,,missing,not_read,,,468,ebsco_record_range=301-350
P0469,EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility.,"Chin, Tachia ; Tsai, Sang-Bing ; Fang, Kai ; Zhu, Wenzhong ; Yang, Dongjin ; Liu, Ren-huai ; Tsuei, Richard Ting Chang",2016,PLoS ONE,NA,PLoS ONE,10.1371/journal.pone.0162175,118113395,,Y,M0443,in_pool,,missing,not_read,,,469,ebsco_record_range=301-350
P0470,Examining the Influence of the Social Cognitive Factors and Relative Autonomous Motivations on Employees' Knowledge Sharing Behaviors.,"Wang, Wei‐Tsong",2016,Decision Sciences,Wiley,Decision Sciences,10.1111/deci.12151,115832031,,Y,M0629,in_pool,,missing,not_read,,,470,ebsco_record_range=501-550
P0471,Four Research Designs and a Comprehensive Analysis Strategy for Investigating Common Method Variance with Self-Report Measures Using Latent Variables.,"Williams, Larry ; McGonagle, Alyssa",2016,Journal of Business & Psychology,Springer,Journal of Business & Psychology,10.1007/s10869-015-9422-9,117418783,,Y,M0479,in_pool,,downloaded,not_read,,review/EBSCO/pdfs/EBSCO_M0479_York_2003_CrossMark_Color_LM_Logopdf.pdf,471,ebsco_record_range=301-350; PDF DOI 10.1037/a0037974 differs from master DOI 10.1007/s10869-015-9422-9 (PLOS ONE vs Scientific Reports — may be wrong version or preprint)
